Date,Cured,Deaths,Confirmed
2020-11-09,3894,78,4245
2020-11-10,3910,79,4257
2020-11-11,3923,80,4308
2020-11-12,3971,82,4344
2020-11-13,4019,85,4368
2020-11-14,4036,86,4415
2020-11-15,4073,87,4456
2020-11-16,4125,89,4498
2020-11-17,4137,91,4521
2020-11-18,4144,92,4548
2020-11-19,4182,95,4577
2020-11-20,4218,95,4609
2020-11-21,4271,96,4632
2020-11-22,4304,98,4691
2020-11-23,4345,99,4722
2020-11-24,4406,100,4736
2020-11-25,4437,102,4777
2020-11-26,4481,102,4819
2020-11-27,4501,102,4871
2020-11-28,4541,103,4908
2020-11-29,4572,107,4967
2020-11-30,4609,108,4985
2020-12-01,4632,109,4989
2020-12-02,4637,110,5031
2020-12-03,4661,111,5072
2020-12-04,4669,111,5100
2020-12-05,4677,112,5147
2020-12-06,4686,115,5168
2020-12-07,4695,115,5197
2020-12-08,4715,117,5203
2020-12-09,4735,117,5215
2020-12-10,4754,117,5239
2020-12-11,4779,118,5264
2020-12-12,4810,118,5291
2020-12-13,4834,118,5316
2020-12-14,4864,118,5338
2020-12-15,4919,118,5340
2020-12-16,4952,119,5365
2020-12-17,4971,121,5398
2020-12-18,4990,122,5406
2020-12-19,5012,123,5439
2020-12-20,5037,123,5561
2020-12-21,5075,124,5573
2020-12-22,5092,124,5576
2020-12-23,5108,124,5610
2020-12-24,5110,125,5632
2020-12-25,5119,125,5664
2020-12-26,5142,125,5684
2020-12-27,5157,125,5799
2020-12-28,5173,125,5845
2020-12-29,5188,126,5845
2020-12-30,5201,126,5864
2020-12-31,5218,127,5877
2021-01-01,5233,127,5889
2021-01-02,5238,128,5900
2021-01-03,5252,129,5911
2021-01-04,5285,129,5920
2021-01-05,5307,129,5921
2021-01-06,5316,129,5938
2021-01-07,5358,129,5951
2021-01-08,5371,129,5965
2021-01-09,5457,129,5979
2021-01-10,5486,129,5984
2021-01-11,5508,129,5988
2021-01-12,5538,129,5989
2021-01-13,5554,129,5996
2021-01-14,5564,129,6004
2021-01-15,5719,130,6011
2021-01-16,5731,130,6024
2021-01-17,5741,130,6029
2021-01-18,5747,130,6038
2021-01-19,5756,130,6038
2021-01-20,5765,131,6052
2021-01-21,5766,131,6057
2021-01-22,5783,131,6062
2021-01-23,5792,131,6063
2021-01-24,5802,132,6068
2021-01-25,5811,133,6071
2021-01-26,5824,133,6072
2021-01-27,5841,133,6078
2021-01-28,5844,133,6079
2021-01-29,5847,133,6084
2021-01-30,5855,133,6085
2021-01-31,5861,133,6088
2021-02-01,5870,134,6090
2021-02-02,5874,135,6091
2021-02-03,5876,135,6096
2021-02-04,5877,135,6098
2021-02-05,5886,135,6103
2021-02-06,5893,135,6105
2021-02-07,5898,135,6108
2021-02-08,5905,135,6110
2021-02-09,5908,135,6110
2021-02-10,5912,135,6110
2021-02-11,5916,135,6111
2021-02-12,5916,135,6113
2021-02-13,5920,135,6116
2021-02-14,5922,135,6116
2021-02-15,5927,135,6118
2021-02-16,5929,135,6118
2021-02-17,5930,135,6121
2021-02-18,5932,135,6121
2021-02-19,5933,135,6126
2021-02-20,5938,135,6127
2021-02-21,5940,135,6128
2021-02-22,5945,135,6132
2021-02-23,5948,135,6132
2021-02-24,5950,135,6132
2021-02-25,5950,135,6132
2021-02-26,5955,135,6133
2021-02-27,5955,135,6135
2021-02-28,5958,135,6137
2021-03-01,5964,135,6145
2021-03-02,5965,135,6145
2021-03-03,5975,135,6147
2021-03-04,5986,135,6150
2021-03-05,5987,135,6154
2021-03-06,5987,135,6157
2021-03-07,5988,135,6167
2021-03-08,5989,135,6174
2021-03-09,5989,135,6174
2021-03-10,5990,135,6175
2021-03-11,5990,135,6175
2021-03-12,5994,135,6178
2021-03-13,5994,135,6183
2021-03-14,6002,135,6184
2021-03-15,6003,135,6184
2021-03-16,6008,135,6184
2021-03-17,6012,135,6191
2021-03-18,6013,135,6194
2021-03-19,6013,135,6196
2021-03-20,6015,135,6199
2021-03-21,6016,135,6204
2021-03-22,6017,135,6206
2021-03-23,6022,135,6206
2021-03-24,6031,135,6208
2021-03-25,6032,135,6210
2021-03-26,6037,135,6212
2021-03-27,6039,135,6215
2021-03-28,6041,135,6226
2021-03-29,6048,135,6227
2021-03-30,6049,135,6227
2021-03-31,6050,135,6233
2021-04-01,6053,135,6235
2021-04-02,6060,135,6241
2021-04-03,6064,135,6245
2021-04-04,6068,135,6251
2021-04-05,6071,135,6257
2021-04-06,6071,136,6263
2021-04-07,6085,136,6286
2021-04-08,6086,136,6317
2021-04-09,6090,136,6323
2021-04-10,6092,136,6329
2021-04-11,6099,136,6351
2021-04-12,6100,136,6405
2021-04-13,6113,136,6410
2021-04-14,6124,136,6435
2021-04-15,6127,136,6456
2021-04-16,6132,136,6497
2021-04-17,6142,136,6519
2021-04-18,6150,136,6591
2021-04-19,6161,136,6696
2021-04-20,6165,136,6705
2021-04-21,6172,136,6796
2021-04-22,6174,136,6846
2021-04-23,6193,137,6970
2021-04-24,6207,137,7037
2021-04-25,6223,137,7158
2021-04-26,6234,138,7306
2021-04-27,6261,140,7329
2021-04-28,6302,142,7426
2021-04-29,6328,143,7577
2021-04-30,6354,146,7747
2021-05-01,6373,147,7952
2021-05-02,6416,148,8211
2021-05-03,6484,149,8441
2021-05-04,6595,150,8468
2021-05-05,6617,151,8698
2021-05-06,6714,155,8919
2021-05-07,6769,158,9183
2021-05-08,6893,160,9451
2021-05-09,6958,165,9651
2021-05-10,7074,167,9878
2021-05-11,7215,169,9924
2021-05-12,7249,177,10165
2021-05-13,7343,183,10392
2021-05-14,7485,192,10623
2021-05-15,7655,198,10855
2021-05-16,7857,203,11070
2021-05-17,8109,205,11410
2021-05-18,8333,210,11480
2021-05-19,8427,212,11689
2021-05-20,8649,214,11955
2021-05-21,8865,217,12204
2021-05-22,9126,220,12521
2021-05-23,9393,221,12808
2021-05-24,9591,224,13132
2021-05-25,9817,232,13233
2021-05-26,9904,237,13511
2021-05-27,10145,239,13806
2021-05-28,10370,240,14214
2021-05-29,10597,243,14634
2021-05-30,10829,247,14907
2021-05-31,10960,250,15171
2021-06-01,11043,253,15317
2021-06-02,11377,257,15626
2021-06-03,11513,260,15876
2021-06-04,11718,263,16165
2021-06-05,12002,266,16518
2021-06-06,12285,268,16771
2021-06-07,12532,273,17111
2021-06-08,12846,273,17170
2021-06-09,13132,275,17425
2021-06-10,13511,276,17656
2021-06-11,13624,279,17943
2021-06-12,13901,281,18090
2021-06-13,14193,281,18257
2021-06-14,14580,281,18414
2021-06-15,14863,281,18450
2021-06-16,15136,284,18659
2021-06-17,15556,285,18806
2021-06-18,15702,287,18896
2021-06-19,15868,290,19058
2021-06-20,16167,291,19209
2021-06-21,16306,293,19296
2021-06-22,16580,293,19321
2021-06-23,16732,296,19458
2021-06-24,16903,296,19589
2021-06-25,17101,298,19681
2021-06-26,17257,299,19811
2021-06-27,17470,301,19941
2021-06-28,17673,301,20111
2021-06-29,17851,304,20182
2021-06-30,17954,305,20324
2021-07-01,18214,307,20544
2021-07-02,18251,308,20666
2021-07-03,18407,308,20777
2021-07-04,18589,308,20955
2021-07-05,18722,308,21131
2021-07-06,19048,309,21226
2021-07-07,19200,309,21403
2021-07-08,19287,311,21573
2021-07-09,19339,312,21795
2021-07-10,19476,312,21965
2021-07-11,19606,313,22163
2021-07-12,19725,315,22307
2021-07-13,19855,317,22397
2021-07-14,20025,317,22623
2021-07-15,20196,317,22792
2021-07-16,20289,318,22929
2021-07-17,20441,319,23080
2021-07-18,20660,321,23237
2021-07-19,20760,324,23392
2021-07-20,20896,324,23649
2021-07-21,21009,325,23796
2021-07-22,21105,326,24047
2021-07-23,21294,328,24341
2021-07-24,21473,329,24598
2021-07-25,21644,330,24823
2021-07-26,21813,330,25160
2021-07-27,22038,331,25339
2021-07-28,22208,333,25616
2021-07-29,22406,333,25856
2021-07-30,22498,337,26132
2021-07-31,22667,342,26311
2021-08-01,22804,344,26548
2021-08-02,22955,345,26754
2021-08-03,23211,346,26880
2021-08-04,23376,348,27125
2021-08-05,23589,349,27342
2021-08-06,23805,351,27526
2021-08-07,24050,352,27652
2021-08-08,24301,355,27746
2021-08-09,24597,355,27860
2021-08-10,24822,355,27908
2021-08-11,25095,356,28018
