Date,Cured,Deaths,Confirmed
2021-03-23,33044,392,33470
2021-03-24,33044,392,33479
2021-03-25,33045,392,33480
2021-03-26,33046,392,33482
2021-03-27,33047,392,33490
2021-03-28,33050,392,33491
2021-03-29,33052,392,33491
2021-03-30,33052,392,33493
2021-03-31,33055,392,33503
2021-04-01,33065,392,33517
2021-04-02,33070,392,33521
2021-04-03,33075,392,33523
2021-04-04,33075,392,33537
2021-04-05,33085,392,33540
2021-04-06,33091,392,33554
2021-04-07,33092,393,33575
2021-04-08,33095,393,33612
2021-04-09,33103,393,33644
2021-04-10,33104,393,33685
2021-04-11,33104,393,33733
2021-04-12,33106,394,33743
2021-04-13,33113,394,33805
2021-04-14,33138,394,33844
2021-04-15,33143,394,33871
2021-04-16,33145,394,33875
2021-04-17,33156,394,33933
2021-04-18,33163,394,34002
2021-04-19,33178,394,34034
2021-04-20,33194,394,34094
2021-04-21,33231,394,34186
2021-04-22,33268,394,34262
2021-04-23,33345,394,34302
2021-04-24,33390,394,34429
2021-04-25,33408,394,34529
2021-04-26,33470,394,34627
2021-04-27,33514,394,34738
2021-04-28,33549,396,34862
2021-04-29,33562,396,35028
2021-04-30,33612,396,35169
2021-05-01,33679,397,35342
2021-05-02,33720,398,35589
2021-05-03,33782,399,35723
2021-05-04,33869,400,35994
2021-05-05,33929,400,36234
2021-05-06,34004,403,36534
2021-05-07,34153,404,36849
2021-05-08,34270,405,37208
2021-05-09,34402,406,37559
2021-05-10,34532,410,37692
2021-05-11,34682,413,38158
2021-05-12,34819,422,38574
2021-05-13,34946,424,39054
2021-05-14,35146,426,39606
2021-05-15,35396,429,40055
2021-05-16,35522,431,40816
2021-05-17,35816,441,41151
2021-05-18,36085,445,41897
2021-05-19,36402,450,42776
2021-05-20,36718,453,43496
2021-05-21,37097,455,44359
2021-05-22,37429,457,45223
2021-05-23,37625,463,46099
2021-05-24,38099,465,46525
2021-05-25,38526,470,47298
2021-05-26,39491,473,47965
2021-05-27,40557,479,48507
2021-05-28,41590,485,49290
2021-05-29,42468,498,49885
2021-05-30,43190,507,50739
2021-05-31,44063,513,51133
2021-06-01,44908,519,51974
2021-06-02,45772,525,52545
2021-06-03,46230,534,53222
2021-06-04,46993,539,53872
2021-06-05,47663,550,54580
2021-06-06,48195,558,55234
2021-06-07,48984,564,55469
2021-06-08,49579,572,56169
2021-06-09,50440,577,56794
2021-06-10,50803,591,57452
2021-06-11,51653,596,58093
2021-06-12,52218,604,58521
2021-06-13,52921,613,59086
2021-06-14,53531,620,59321
2021-06-15,54274,624,59849
2021-06-16,54870,629,60385
2021-06-17,55116,634,60872
2021-06-18,55829,637,61339
2021-06-19,56425,642,61782
2021-06-20,57086,646,62149
2021-06-21,57732,650,62324
2021-06-22,58181,654,62745
2021-06-23,58735,658,63140
2021-06-24,58978,660,63499
2021-06-25,59378,662,63868
2021-06-26,59768,665,64159
2021-06-27,60228,668,64644
2021-06-28,60694,672,64863
2021-06-29,61133,675,65339
2021-06-30,61513,677,65770
2021-07-01,61663,682,66220
2021-07-02,62130,683,66629
2021-07-03,62480,685,67023
2021-07-04,62843,692,67451
2021-07-05,63209,692,67677
2021-07-06,63492,697,68151
2021-07-07,63964,701,68612
2021-07-08,64194,703,69019
2021-07-09,64666,709,69550
2021-07-10,65095,712,69961
2021-07-11,65536,712,70479
2021-07-12,65934,715,70749
2021-07-13,66353,717,71315
2021-07-14,66771,718,71873
2021-07-15,67020,721,72365
2021-07-16,67455,722,72860
2021-07-17,67928,723,73290
2021-07-18,68344,725,73615
2021-07-19,68859,728,73901
2021-07-20,69269,729,74389
2021-07-21,69770,731,74846
2021-07-22,70029,732,75099
2021-07-23,70623,734,75608
2021-07-24,71166,738,75907
2021-07-25,71642,739,76315
2021-07-26,72132,744,76539
2021-07-27,72566,747,76997
2021-07-28,72910,748,77412
2021-07-29,73177,750,77788
2021-07-30,73665,754,78059
2021-07-31,74122,755,78361
2021-08-01,74346,755,78583
2021-08-02,74875,755,78722
2021-08-03,75167,755,79026
2021-08-04,75569,757,79288
2021-08-05,75817,761,79532
2021-08-06,76249,762,79777
2021-08-07,76667,766,79948
2021-08-08,77056,767,80134
2021-08-09,77293,770,80211
2021-08-10,77601,771,80416
2021-08-11,77811,773,80660
