Date,Cured,Deaths,Confirmed
2021-04-11,12152,92,12400
2021-04-12,12155,93,12405
2021-04-13,12156,93,12416
2021-04-14,12160,93,12427
2021-04-15,12263,93,12440
2021-04-16,12267,93,12482
2021-04-17,12271,94,12504
2021-04-18,12275,94,12536
2021-04-19,12285,94,12555
2021-04-20,12285,94,12568
2021-04-21,12299,94,12650
2021-04-22,12306,94,12747
2021-04-23,12322,94,12800
2021-04-24,12338,94,12889
2021-04-25,12350,95,13003
2021-04-26,12406,98,13183
2021-04-27,12413,98,13238
2021-04-28,12472,99,13445
2021-04-29,12516,100,13569
2021-04-30,12577,100,13750
2021-05-01,12611,104,13976
2021-05-02,12674,107,14134
2021-05-03,12712,109,14350
2021-05-04,12752,115,14451
2021-05-05,12801,118,14717
2021-05-06,12848,118,15004
2021-05-07,12905,121,15271
2021-05-08,13025,122,15580
2021-05-09,13065,137,15913
2021-05-10,13201,140,16150
2021-05-11,13249,150,16283
2021-05-12,13315,156,16552
2021-05-13,13428,165,16890
2021-05-14,13528,177,17256
2021-05-15,13600,190,17531
2021-05-16,13654,196,17835
2021-05-17,13767,209,18076
2021-05-18,13880,216,18349
2021-05-19,14079,228,18714
2021-05-20,14298,234,18958
2021-05-21,14520,245,19284
2021-05-22,14747,258,19593
2021-05-23,14967,271,19845
2021-05-24,15105,285,20068
2021-05-25,15248,297,20259
2021-05-26,15414,315,20535
2021-05-27,15545,327,20795
2021-05-28,15744,338,21023
2021-05-29,15882,343,21215
2021-05-30,16039,350,21371
2021-05-31,16151,363,21563
2021-06-01,16370,376,21680
2021-06-02,16744,385,21854
2021-06-03,16841,399,22072
2021-06-04,17125,404,22240
2021-06-05,17276,416,22387
2021-06-06,17455,422,22696
2021-06-07,17615,426,22773
2021-06-08,17786,429,22918
2021-06-09,17943,432,23051
2021-06-10,18909,435,23237
2021-06-11,19032,441,23350
2021-06-12,19244,445,23466
2021-06-13,19481,448,23562
2021-06-14,19689,453,23644
2021-06-15,20096,456,23753
2021-06-16,20423,459,23854
2021-06-17,20805,461,23965
2021-06-18,21207,466,24041
2021-06-19,21571,467,24097
2021-06-20,21744,468,24191
2021-06-21,21889,469,24248
2021-06-22,22055,475,24374
2021-06-23,22204,477,24438
2021-06-24,22486,477,24541
2021-06-25,22641,479,24629
2021-06-26,22770,481,24759
2021-06-27,22876,487,24850
2021-06-28,22951,487,24961
2021-06-29,23127,493,25017
2021-06-30,23237,493,25111
2021-07-01,23403,495,25239
2021-07-02,23486,498,25305
2021-07-03,23604,498,25382
2021-07-04,23699,499,25451
2021-07-05,23786,499,25519
2021-07-06,23868,499,25559
2021-07-07,23982,503,25619
2021-07-08,24088,505,25663
2021-07-09,24218,505,25727
2021-07-10,24305,507,25787
2021-07-11,24418,507,25898
2021-07-12,24498,507,25976
2021-07-13,24582,511,26052
2021-07-14,24664,514,26140
2021-07-15,24716,516,26249
2021-07-16,24815,516,26381
2021-07-17,24875,519,26476
2021-07-18,24940,524,26576
2021-07-19,25005,528,26682
2021-07-20,25067,530,26744
2021-07-21,25146,532,26838
2021-07-22,25190,535,26943
2021-07-23,25251,536,27024
2021-07-24,25328,537,27116
2021-07-25,25390,538,27240
2021-07-26,25481,542,27308
2021-07-27,25561,545,27362
2021-07-28,25606,550,27472
2021-07-29,25684,552,27586
2021-07-30,25798,556,27653
2021-07-31,25878,561,27713
2021-08-01,25977,566,27872
2021-08-02,26031,570,27945
2021-08-03,26130,574,28004
2021-08-04,26234,577,28072
2021-08-05,26317,579,28217
2021-08-06,26409,581,28335
2021-08-07,26493,582,28445
2021-08-08,26570,583,28551
2021-08-09,26663,585,28628
2021-08-10,26727,585,28709
2021-08-11,26852,585,28811
